,SUMLEV,STATE,COUNTY,STNAME,CTYNAME,YEAR,AGEGRP,TOT_POP,TOT_MALE,TOT_FEMALE,BA_MALE,BA_FEMALE,IA_MALE,IA_FEMALE,AA_MALE,AA_FEMALE,NHWA_MALE,NHWA_FEMALE,H_MALE,H_FEMALE,% White,% Minority,Unemployment Change
47177,50,6,41,California,Marin County,12,0,258826,126617,132209,4630,2725,1490,1062,7237,9851,89165,94951,21778,20382,71.13504825635756,26.71872223037871,9.1
47405,50,6,43,California,Mariposa County,12,0,17203,8764,8439,120,107,332,276,140,143,6923,6722,1058,1015,79.31756089054235,18.549090274952043,13.4
47633,50,6,45,California,Mendocino County,12,0,86749,43021,43728,629,357,2764,2731,767,1213,27233,28587,11679,10700,64.34656307277318,35.55084208463498,10.6
47861,50,6,47,California,Merced County,12,0,277680,140185,137495,5682,5255,3590,3451,10903,10665,36322,37224,86220,83222,26.48588303082685,75.2621722846442,10.0
48089,50,6,49,California,Modoc County,12,0,8841,4448,4393,95,32,213,235,55,52,3408,3417,661,630,77.19714964370546,22.316480036195,6.0
48317,50,6,51,California,Mono County,12,0,14444,7658,6786,82,36,204,210,215,155,5027,4473,2041,1834,65.77125450013847,33.072556078648574,25.2
48545,50,6,53,California,Monterey County,12,0,434061,221129,212932,9038,5932,5841,5437,13386,15824,63382,64115,132888,124833,29.3730604684595,72.15091888006523,13.4
48773,50,6,55,California,Napa County,12,0,137744,68535,69209,1860,1528,886,860,5757,6501,34951,36340,24432,23228,51.7561563480079,47.22673945870601,13.4
49001,50,6,57,California,Nevada County,12,0,99755,49003,50752,369,262,640,636,624,835,41383,43147,5053,4679,84.73760713748685,13.130168913838904,12.0
49229,50,6,59,California,Orange County,12,0,3175692,1566825,1608867,35120,32921,16519,15947,326088,363553,628021,636981,541101,539990,39.83390076871435,58.923818808625015,11.3
49457,50,6,61,California,Placer County,12,0,398329,194488,203841,4185,3567,2089,2136,15196,17641,138864,146056,28544,28837,71.52881161050287,25.655927637706522,10.1
49685,50,6,63,California,Plumas County,12,0,18807,9357,9450,123,79,270,326,87,118,7752,7875,878,872,83.09140213750199,14.638166640080822,11.1
49913,50,6,65,California,Riverside County,12,0,2470546,1232012,1238534,89748,89848,23805,23679,82579,94146,419133,422694,621835,614197,34.07453251224628,66.37548946670088,11.9
50141,50,6,67,California,Sacramento County,12,0,1552058,758897,793161,82361,86220,11826,12162,126300,137713,330830,348896,183797,182967,43.79514167640642,53.048661841245625,11.1
50369,50,6,69,California,San Benito County,12,0,62808,31448,31360,577,456,950,979,1138,1318,10318,10275,19180,19034,32.78722455738122,69.46885747038594,13.7
50597,50,6,71,California,San Bernardino County,12,0,2180085,1085607,1094478,99480,104974,22909,22309,82347,91179,298526,296492,595069,591739,27.29333947988267,73.85060674239766,10.1
50825,50,6,73,California,San Diego County,12,0,3338330,1680017,1658313,99296,85222,22657,21434,197279,222713,768949,731916,566839,573194,44.95855712287281,53.57870552042488,12.1
51053,50,6,75,California,San Francisco County,12,0,881549,449221,432328,25697,23318,3642,2789,147442,169728,192597,161772,70188,64121,40.19844614423022,57.50389371435961,10.6
51281,50,6,77,California,San Joaquin County,12,0,762148,380193,381955,31504,31743,7675,7326,64171,68073,114506,117617,162895,157439,30.456420537743323,69.64867715981673,12.0
51509,50,6,79,California,San Luis Obispo County,12,0,283111,143377,139734,4151,1575,2039,1922,5537,5762,96030,97913,33854,31006,68.50422625754562,30.322382387120246,11.4
51737,50,6,81,California,San Mateo County,12,0,766573,379508,387065,11003,10216,3448,3136,110626,123957,150421,146126,92419,91559,38.68476974795617,58.22850530869206,9.6
51965,50,6,83,California,Santa Barbara County,12,0,446499,223245,223254,6123,4774,4902,4662,12774,14098,96177,99380,104402,101133,43.79785844985095,56.63349749943449,10.5
52193,50,6,85,California,Santa Clara County,12,0,1927852,976847,951005,28877,25753,11654,11012,374136,378104,304015,285531,244036,238262,30.580459495853418,68.04640605191685,9.4
52421,50,6,87,California,Santa Cruz County,12,0,273213,135176,138037,2190,1834,2548,2460,6754,7674,76417,78677,46533,46389,56.76669850995377,42.597533792315886,11.7
52649,50,6,89,California,Shasta County,12,0,180080,88473,91607,1272,971,2797,2930,2826,2828,69563,72993,9547,9388,79.16259440248778,18.08029764549089,10.9
52877,50,6,91,California,Sierra County,12,0,3005,1509,1496,16,5,46,31,9,17,1222,1245,196,185,82.09650582362728,16.80532445923461,8.2
53105,50,6,93,California,Siskiyou County,12,0,43539,21654,21885,401,265,1074,1156,311,382,16216,16520,2917,2827,75.18776269551437,21.435953972300695,8.5
53333,50,6,95,California,Solano County,12,0,447643,222764,224879,33187,32936,2948,2814,33080,39238,83518,82871,62511,59592,37.17002164671401,59.490710231144014,11.6
53561,50,6,97,California,Sonoma County,12,0,494336,241221,253115,5555,4689,5412,5384,10082,12508,149284,161718,69053,65901,62.91307936302434,36.12603573278094,12.0
53789,50,6,99,California,Stanislaus County,12,0,550660,272956,277704,9902,9459,5602,5375,16257,17567,108035,114308,132242,129826,40.377546943667596,59.24345331057277,11.3
54017,50,6,101,California,Sutter County,12,0,96971,48303,48668,1444,1219,1195,1123,8107,8347,21162,22411,15878,15029,44.93405244867022,53.976962184570645,9.8
54245,50,6,103,California,Tehama County,12,0,65084,32366,32718,412,284,1055,1099,451,487,21454,22378,8694,8082,67.34681334890296,31.596091205211724,8.7
54473,50,6,105,California,Trinity County,12,0,12285,6314,5971,65,28,339,297,89,95,5142,4918,460,447,81.88848188848189,14.814814814814813,6.8
54701,50,6,107,California,Tulare County,12,0,466195,232989,233206,5171,5005,6504,6430,8911,9632,62661,66294,154968,150856,27.661171827239674,74.53469041924517,9.4
54929,50,6,109,California,Tuolumne County,12,0,54478,28213,26265,907,190,621,621,352,457,21816,21609,3978,2928,79.71107603069129,18.455156209846177,12.7
55157,50,6,111,California,Ventura County,12,0,846006,418712,427294,10840,9433,8185,7583,30561,36128,186317,191707,183561,182274,44.6833710399217,55.385541000891244,10.8
55385,50,6,113,California,Yolo County,12,0,220500,106876,113624,3283,3281,1866,2061,15476,17728,48863,52458,34835,35557,45.95056689342404,51.74013605442177,7.7
55613,50,6,115,California,Yuba County,12,0,78668,39819,38849,1909,1595,1029,1219,2837,2942,21411,21044,11681,11244,53.967305638887474,43.799257639701025,9.9
55841,50,8,1,Colorado,Adams County,12,0,517421,261615,255806,11145,9699,6239,5848,11268,11969,127158,126522,107841,103298,49.027774288248835,51.66141304662935,9.7
56069,50,8,3,Colorado,Alamosa County,12,0,16233,8106,8127,177,121,452,434,140,130,3800,3848,3846,3879,47.11390377625824,56.545308938581904,6.0
56297,50,8,5,Colorado,Arapahoe County,12,0,656590,325857,330733,38123,37304,3762,3863,20048,22998,193146,196774,65428,64253,59.38561354878996,38.95566487457926,9.7
56525,50,8,7,Colorado,Archuleta County,12,0,14029,7067,6962,64,37,233,240,62,100,5454,5321,1282,1303,76.80518925083754,23.672392900420558,13.1
56753,50,8,9,Colorado,Baca County,12,0,3581,1797,1784,26,15,44,32,4,10,1486,1519,217,188,83.91510751186819,14.967886065344876,1.3
56981,50,8,11,Colorado,Bent County,12,0,5577,3589,1988,388,17,124,76,66,17,1895,1284,1173,625,57.001972386587774,44.57593688362919,2.2
57209,50,8,13,Colorado,Boulder County,12,0,326196,164297,161899,2321,1624,1454,1354,7747,8614,127313,125166,23003,22576,77.40101043544372,21.0588112668457,7.3
57437,50,8,14,Colorado,Broomfield County,12,0,70465,35045,35420,579,477,288,274,2317,2521,26813,27023,4469,4495,76.40105016674946,21.883204427730078,8.6
57665,50,8,15,Colorado,Chaffee County,12,0,20356,10786,9570,340,35,177,138,82,98,8844,8497,1272,755,85.18864216938495,14.231676164275889,10.9
57893,50,8,17,Colorado,Cheyenne County,12,0,1831,928,903,6,8,17,9,27,15,757,777,114,87,83.7793555434189,15.45603495357728,0.7
58121,50,8,19,Colorado,Clear Creek County,12,0,9700,5135,4565,65,33,73,59,48,64,4465,4052,427,310,87.80412371134021,11.123711340206185,13.6
58349,50,8,21,Colorado,Conejos County,12,0,8205,4113,4092,43,38,174,157,34,36,1840,1909,2150,2061,45.691651432053625,57.19683120048751,4.8
58577,50,8,23,Colorado,Costilla County,12,0,3887,1997,1890,47,35,106,101,34,27,682,634,1207,1171,33.8564445587857,70.18266014921534,3.9
58805,50,8,25,Colorado,Crowley County,12,0,6061,4454,1607,630,19,149,58,57,14,2148,1043,1521,465,52.648077874938124,48.061376010559314,2.5
59033,50,8,27,Colorado,Custer County,12,0,5068,2620,2448,59,22,37,25,9,17,2328,2220,166,127,89.73954222573008,9.116022099447514,4.6
59261,50,8,29,Colorado,Delta County,12,0,31162,15661,15501,183,87,235,190,135,134,12476,12824,2583,2186,81.18862717412233,18.397407098389063,7.0
59489,50,8,31,Colorado,Denver County,12,0,727211,364478,362733,35674,35307,6191,6491,13391,16293,200938,198346,107679,105305,54.90621016458772,44.87432120801253,10.7
59717,50,8,33,Colorado,Dolores County,12,0,2055,1079,976,6,3,38,30,3,3,938,866,74,56,87.78588807785887,10.364963503649635,9.8
59945,50,8,35,Colorado,Douglas County,12,0,351154,175425,175729,3243,2611,936,916,9112,9852,142797,142755,15939,16127,81.31816809718812,16.726564413334323,7.7
60173,50,8,37,Colorado,Eagle County,12,0,55127,29128,25999,579,258,409,366,324,409,19604,17319,8528,7853,66.97806882289984,33.96883559780144,18.9
60401,50,8,39,Colorado,Elbert County,12,0,26729,13512,13217,249,117,111,116,105,211,11849,11599,997,1035,87.72494294586404,11.003030416401662,5.4
60629,50,8,41,Colorado,El Paso County,12,0,720403,363854,356549,26614,22834,4946,4810,9737,12933,249724,244649,64589,63157,68.62450600566628,29.09760231426021,9.2
60857,50,8,43,Colorado,Fremont County,12,0,47839,27530,20309,1783,110,602,304,315,140,20195,17516,4458,1983,78.82898890026966,20.265891845565335,8.5
61085,50,8,45,Colorado,Garfield County,12,0,60061,30675,29386,455,296,510,492,226,341,20493,20004,9155,8423,67.426449776061,33.12965152095369,11.1
61313,50,8,47,Colorado,Gilpin County,12,0,6243,3281,2962,52,29,42,42,40,55,2870,2599,234,207,87.60211436809226,11.228576005125742,20.9
61541,50,8,49,Colorado,Grand County,12,0,15734,8414,7320,95,68,77,66,68,71,7263,6371,845,671,86.65310791915597,12.46345493835007,17.3
61769,50,8,51,Colorado,Gunnison County,12,0,17462,9442,8020,75,30,270,199,67,82,8185,6970,905,772,86.78845493070668,13.744130111098386,13.9
61997,50,8,53,Colorado,Hinsdale County,12,0,820,422,398,6,6,6,5,5,3,372,353,23,24,88.41463414634147,9.512195121951219,5.7
62225,50,8,55,Colorado,Huerfano County,12,0,6897,3521,3376,48,49,204,164,34,27,2142,2106,1213,1126,61.59199652022619,41.53979991300565,6.7
62453,50,8,57,Colorado,Jackson County,12,0,1392,717,675,0,1,30,10,4,6,594,581,100,75,84.41091954022988,16.23563218390805,5.2
62681,50,8,59,Colorado,Jefferson County,12,0,582881,291103,291778,4955,3570,3603,3512,8255,9805,226826,226261,44823,46039,77.73233301480062,21.3700566667982,9.5
62909,50,8,61,Colorado,Kiowa County,12,0,1406,688,718,7,2,10,8,1,7,598,640,68,50,88.05120910384068,10.881934566145093,1.0
63137,50,8,63,Colorado,Kit Carson County,12,0,7097,3552,3545,34,28,47,42,18,32,2715,2783,723,637,77.4693532478512,21.995209243342256,2.6
63365,50,8,65,Colorado,Lake County,12,0,8127,4384,3743,43,35,104,110,29,33,2717,2242,1520,1360,61.01882613510521,39.79328165374677,15.2
63593,50,8,67,Colorado,La Plata County,12,0,56221,28345,27876,249,138,2078,2252,176,238,22329,21713,3602,3577,78.33727610679283,21.895732911189768,11.1
63821,50,8,69,Colorado,Larimer County,12,0,356899,177877,179022,2417,1903,1843,1968,3969,4530,145544,147571,21652,20873,82.12827718766374,16.57471721691571,8.7
64049,50,8,71,Colorado,Las Animas County,12,0,14506,7578,6928,241,80,304,252,101,90,4047,3792,3034,2827,54.03970770715566,47.766441472494144,6.9
64277,50,8,73,Colorado,Lincoln County,12,0,5701,3332,2369,294,21,54,26,25,30,2343,2044,612,230,76.95141203297668,22.662690756007716,4.0
64505,50,8,75,Colorado,Logan County,12,0,22409,12829,9580,880,136,239,156,110,112,9039,7895,2561,1297,75.56785220224018,24.503547681735014,4.8
64733,50,8,77,Colorado,Mesa County,12,0,154210,76328,77882,856,606,1204,1161,625,973,61480,63514,11710,11136,81.05440632903183,18.33279294468582,9.3
64961,50,8,79,Colorado,Mineral County,12,0,769,387,382,2,0,6,2,0,4,349,352,27,21,91.15734720416124,8.062418725617686,7.9
65189,50,8,81,Colorado,Moffat County,12,0,13283,6793,6490,65,44,103,93,49,58,5365,5218,1152,999,79.67326658134456,19.295339908153277,6.8
65417,50,8,83,Colorado,Montezuma County,12,0,26183,12915,13268,70,61,1733,1966,66,107,9361,9522,1691,1618,72.1193140587404,27.926517205820574,7.7
65645,50,8,85,Colorado,Montrose County,12,0,42758,21041,21717,186,136,437,355,164,193,15696,16717,4607,4315,75.80569717947519,24.30656251461715,9.1
65873,50,8,87,Colorado,Morgan County,12,0,29068,14819,14249,737,490,275,275,118,122,8202,8500,5603,4998,57.458373469106924,43.408559240401814,4.3
66101,50,8,89,Colorado,Otero County,12,0,18278,8949,9329,201,111,346,354,88,78,4713,5088,3810,3909,53.62184046394572,48.67600393916183,3.8
66329,50,8,91,Colorado,Ouray County,12,0,4952,2510,2442,4,0,22,20,17,24,2259,2209,175,148,90.22617124394185,8.279483037156703,15.8
66557,50,8,93,Colorado,Park County,12,0,18845,9930,8915,95,73,129,100,77,101,8822,7962,654,548,89.06341204563545,9.429556911647651,7.4
66785,50,8,95,Colorado,Phillips County,12,0,4265,2090,2175,34,14,25,25,9,14,1591,1707,441,414,77.32708089097304,22.883939038686986,2.2
67013,50,8,97,Colorado,Pitkin County,12,0,17767,9198,8569,149,52,53,33,101,257,7923,7167,900,971,84.9327404739123,14.161085157876963,21.2
67241,50,8,99,Colorado,Prowers County,12,0,12172,6141,6031,73,48,139,115,35,34,3403,3590,2508,2245,57.45152809727243,42.69635228393033,2.6
67469,50,8,101,Colorado,Pueblo County,12,0,168424,83072,85352,2437,1937,2677,2638,844,1013,42473,44649,36162,36566,51.72778226381038,50.03681185579253,7.6
67697,50,8,103,Colorado,Rio Blanco County,12,0,6324,3236,3088,42,36,56,41,15,29,2695,2627,385,293,84.15559772296015,14.184060721062618,3.7
67925,50,8,105,Colorado,Rio Grande County,12,0,11267,5633,5634,70,50,212,199,35,41,2905,2937,2507,2493,51.850536966361936,49.764799857992365,7.0
68153,50,8,107,Colorado,Routt County,12,0,25638,13294,12344,169,102,98,69,85,156,11929,11043,929,844,89.60137296200952,9.56392854356814,15.9
68381,50,8,109,Colorado,Saguache County,12,0,6824,3393,3431,47,36,130,114,29,34,2001,1964,1194,1291,58.103751465416174,42.13071512309496,3.6
68609,50,8,111,Colorado,San Juan County,12,0,728,401,327,1,1,5,3,3,3,335,271,49,42,83.24175824175825,14.697802197802199,10.2
68837,50,8,113,Colorado,San Miguel County,12,0,8179,4318,3861,46,30,64,45,28,40,3712,3255,477,459,85.1815625382076,14.53722949015772,20.4
69065,50,8,115,Colorado,Sedgwick County,12,0,2248,1117,1131,17,4,19,9,13,19,885,912,182,184,79.93772241992883,19.884341637010678,2.1
69293,50,8,117,Colorado,Summit County,12,0,31011,16958,14053,276,160,111,145,252,203,13804,11458,2444,2086,81.46141691657799,18.306407403824448,20.0
69521,50,8,119,Colorado,Teller County,12,0,25388,12871,12517,135,111,168,184,94,176,11360,10981,908,893,87.99826689774697,10.51284071214747,12.0
69749,50,8,121,Colorado,Washington County,12,0,4908,2559,2349,40,18,13,15,11,8,2172,2035,302,233,85.71719641401792,13.039934800325998,1.9
69977,50,8,123,Colorado,Weld County,12,0,324492,164147,160345,3065,2082,3037,2450,2833,3072,105199,105373,50070,47277,64.89281708023618,35.096705003513186,7.4
70205,50,8,125,Colorado,Yuma County,12,0,10019,5015,5004,42,20,51,45,24,30,3578,3725,1338,1180,72.89150613833716,27.2482283661044,1.7
70433,50,9,1,Connecticut,Fairfield County,12,0,943332,459410,483922,56464,65533,2759,2356,26308,29181,280355,294213,97438,96334,60.90835464078395,39.89825427315092,4.8
70661,50,9,3,Connecticut,Hartford County,12,0,891720,433204,458516,67533,73584,2507,2564,27068,26984,259199,275238,81461,85814,59.93327501906428,41.21417036737989,4.3
70889,50,9,5,Connecticut,Litchfield County,12,0,180333,89293,91040,2401,1946,335,289,1904,1995,77596,80098,6587,6213,87.44600267283303,12.016658071456694,4.3
71117,50,9,7,Connecticut,Middlesex County,12,0,162436,79060,83376,4437,4622,217,245,2393,2915,65980,69397,5256,5396,83.3417469033958,15.686793567928293,4.1
71345,50,9,9,Connecticut,New Haven County,12,0,854757,412089,442668,60956,68851,2413,2416,17576,19435,254051,272722,80460,83156,61.62839263088807,39.223194428358,4.4
71573,50,9,11,Connecticut,New London County,12,0,265206,133006,132200,9884,8661,1666,1526,5532,5939,99204,100032,15042,14401,75.12499717200967,23.623522846391108,9.0
71801,50,9,13,Connecticut,Tolland County,12,0,150721,75396,75325,3212,2740,216,198,3918,3691,62638,63660,4647,4214,83.79588776613744,15.151173360049363,3.7
72029,50,9,15,Connecticut,Windham County,12,0,116782,57959,58823,2048,1713,443,417,843,897,47119,48621,7455,7081,81.98181226558887,17.894024764090357,4.6
72257,50,10,1,Delaware,Kent County,12,0,180786,87058,93728,23234,26145,619,705,1945,2368,53074,56096,6638,6773,60.386313099465674,37.84972287677143,12.1
72485,50,10,3,Delaware,New Castle County,12,0,558753,270456,288297,69202,78434,1340,1317,16185,16146,152615,162048,29466,28734,56.31522336345398,43.10026075922635,10.8
72713,50,10,5,Delaware,Sussex County,12,0,234225,113279,120946,13908,14621,1330,1253,1511,1708,84533,91983,11341,10439,75.36172483722916,23.956025189454586,12.2
72941,50,11,1,District of Columbia,District of Columbia,12,0,705749,334711,371038,147351,177133,2216,1914,13330,18172,131462,132938,40250,39227,37.463744192340336,62.287442135943515,6.0
73169,50,12,1,Florida,Alachua County,12,0,269043,129680,139363,25573,29932,504,504,8054,8497,79538,83498,13624,14598,60.598491690919296,37.64677021888694,6.1
73397,50,12,3,Florida,Baker County,12,0,29210,15365,13845,2666,1490,76,72,87,108,11885,11586,456,375,80.35261896610749,18.24717562478603,4.3
73625,50,12,5,Florida,Bay County,12,0,174705,86622,88083,9815,9846,717,697,1685,2385,66446,67414,5993,5645,76.6205889928737,21.05434875933717,9.3
73853,50,12,7,Florida,Bradford County,12,0,28201,15692,12509,3852,1949,66,98,78,99,10632,9736,899,432,72.22438920605653,26.499060317010038,5.1
74081,50,12,9,Florida,Brevard County,12,0,601942,294384,307558,31254,33815,1410,1386,6847,8819,218461,225829,32328,33284,73.80943678959102,24.776971867721475,9.8
74309,50,12,11,Florida,Broward County,12,0,1952778,950870,1001908,276743,313334,4075,3937,35610,40007,343622,336914,294988,311994,34.84963472550387,65.58287731631552,12.1
74537,50,12,13,Florida,Calhoun County,12,0,14105,7613,6492,1199,560,92,95,57,69,5617,5358,521,284,77.80928748670685,20.397022332506204,3.6
74765,50,12,15,Florida,Charlotte County,12,0,188910,92036,96874,5820,5279,339,423,1061,1612,76715,81577,7317,7274,83.79228203906622,15.417394526494096,11.3
74993,50,12,17,Florida,Citrus County,12,0,149657,72571,77086,2431,2322,357,316,1047,1454,63350,67572,4595,4571,87.48137407538572,11.421450383209605,10.4
75221,50,12,19,Florida,Clay County,12,0,219252,108161,111091,13570,14101,605,595,2994,3840,77927,79282,11461,11394,71.70242460730118,26.70899239231569,7.0
75449,50,12,21,Florida,Collier County,12,0,384902,189649,195253,14184,13972,957,869,2620,3385,115817,123607,56451,53486,62.20388566440289,37.91198798655242,10.7
75677,50,12,23,Florida,Columbia County,12,0,71686,37103,34583,7551,5839,218,204,284,441,26052,25432,2582,2255,71.81876517032615,27.026197583907596,6.3
75905,50,12,27,Florida,DeSoto County,12,0,38001,21395,16606,2950,1876,240,170,112,95,10422,10171,7845,4367,54.19067919265282,46.45930370253414,3.9
